,expr
13081,$a_{n\!\urcorner}$
13082,$\mathsf{E}[X\mid\mathscr{F}]\preceq_2 X$
13083,$V$
13084,"$\iota,\nu,\delta$"
13085,$X(\omega') = \sum_\omega X(\omega)1_\omega(\omega')$
13086,"$p\in(0,1)$"
13087,$f_1$
13088,$\mathsf{E}S(X)=q(p)$
13089,$>1-p$
13090,$\mathit{EER}$
13091,${}^{[<244]}$
13092,$g'(s)=1$
13093,$q_X(p)\le q_Y(p)$
13094,$X=X_0+X_1$
13095,${}^{[>42]}$
13096,"$i=1,\dots, n$"
13097,"$p\in (1,2)$"
13098,"$1,9,4,4,2,4,$"
13099,$W_0$
13100,$\lim_n \mathsf{E}_{\mathsf{Q}_n}[X]=\rho(X)$
13101,$\mathsf{E}[h_\epsilon Y]\to\mathsf{E}[h Y]$
13102,$A:=g^a \pmod{p}$
13103,$X+\epsilon X^i$
13104,"$\Omega=\{\omega_1, \omega_2 \}$"
13105,"$(x_{1,1}, x_{1,2})$"
13106,$a()$
13107,$\mathcal{B}$
13108,$p<\infty$
13109,$\alpha_i(X_u)= \text{E}[u_iX_i \mid X_u > F_u^{-1}(p)] = u_i \partial T/\partial u_i$
13110,$\mathsf x\mathsf{TVaR}$
13111,"$q\in[1, \infty]$"
13112,$\mathsf{E}_{\mathsf Q}(X\wedge a)$
13113,$\lambda=0.3427$
13114,$\omega\in\Omega$
13115,$\phi(p)=1$
13116,$t^*-\epsilon/2$
13117,$T^{-1}(A)$
13118,$P=\bar\nu(a)(\bar S + \bar\iota(a) a)$
13119,$P(a) = \nu S(a) + \delta$
13120,"$s=0,1$"
13121,"$\mathsf E[X] =\displaystyle\int_0^\infty xf(x)\,dx = \displaystyle\int_0^\infty S(x)\,dx$"
13122,$\mathbf {X_1pK}$
13123,$X\ge 0$
13124,$S\ge (1-\epsilon)\mathsf{E}[X]$
13125,$L(a)$
13126,$T:\Omega\to\Omega$
13127,$\iota = M/Q$
13128,$P=\sum_i P_i$
13129,$z_1$
13130,$_1F_1$
13131,$R_1(t^*-\epsilon)<R_1(t^*)=R_2(1)$
13132,"$490,000 = \$"
13133,$\sigma_d^2$
13134,$\mathbf {Q_{1}\Delta X}$
13135,$g(s)=s^{0.652}$
13136,$\mathsf{Pr}(\cdot\mid X)$
13137,"$a\in(0,2)$"
13138,$t\uparrow 0$
13139,$\mathsf{Pr}r(V\ge 270)=65.1\%$
13140,$=\mathrm{MV}(y-T(X))^+$
13141,$p_s=\mathsf{Pr}hi((\theta_s-0.5)/\sigma_s)$
13142,$Z_n=q_n/p_n>1$
13143,$p=0.999999$
13144,$2^{16}$
13145,$x_i+y_j$
13146,$\mathsf{E}[X_i \mid X=q(1-g^{-1}(1-p))]$
13147,$\mathsf{TVaR}_{0.8}(X)=25$
13148,$t\ge 1$
13149,$\tilde p=1-(1-p)^{1/\rho}$
13150,$v^b{}_bq_x(1-{}_b\bar V)$
13151,$\sum_i P^i$
13152,$t=t_*$
13153,$2^{-t}$
13154,$S_k=Pr(X > X_k)$
13155,$a\mathsf{E}_{\mathsf{Q}}[...]$
13156,"$w_{p_i,p_j}\mathsf{TVaR}_{p_i}(Y) + (i-w_{p_i,p_j})\mathsf{TVaR}_{p_j}(Y)$"
13157,$-α(α-1)t^{α-1}$
13158,$(j)$
13159,$\mathsf{E}[g]\le 1$
13160,$p > 1$
13161,$\mathit{ROE}(s) = fs/(1-f-s)$
13162,$-norm less than $
13163,$s^{0.642}$
13164,$\bar M_i(a)$
13165,$S(a)=\mathsf{E}[1_{X>a}]$
13166,"$\mathsf{PH,SA,CX}$"
13167,$R(t)$
13168,$\rho(aX)=a\rho(X)$
13169,$w_t = \zeta_1z_1 + \cdots +\zeta_tz_t$
13170,$\rho_g(X) = \infty$
13171,$\rho_m(X)=\rho_m(X\wedge k) + \rho_m((X-k)_+)$
13172,$\bar P(x) = \bar S(x) + \bar R(x)$
13173,$h'(j) = h(s(j)- h(s(j+1))$
13174,$\le x$
13175,$\sqrt{g d}$
13176,"$w_o,w_u$"
13177,$\rho(X_{-1}\wedge a_{ro})={{mvp_ro}}$
13178,$B=M$
13179,$V(m)=m(m-a)$
13180,$(1-g(s))q$
13181,$\rho(X)=1.169$
13182,$\iota=\dfrac{M}{Q}$
13183,$\mathsf{E}[(-Y)Z]\ge 0$
13184,"$r_1 = 1643984129.762957 \approx 1,643,984,129.8$"
13185,$q=11$
13186,$\rho(X_a)= \mathsf{E}_{\mathsf{Q}'}[X_a]$
13187,"$n=1,2,\dots$"
13188,$\phi(s)=g'(1-s)=(1-s)^{1/b}/(b(1-s))$
13189,$(Mg+\alpha a)w$
13190,$x\mapsto (x-a)^+$
13191,$D/C$
13192,$j=9$
13193,$255$
13194,$\mathsf{E}[X\cdot Z\circ T]=\mathsf{E}[X\cdot Z\circ T_B\circ T_A ]=\mathsf{E}[X \cdot Z\circ T_A]=\mathsf{E}[X\circ T_A^{-1}]=\mathsf{E}[X Z]$
13195,"$I=[0, 32]$"
13196,"$(X,Y)$"
13197,$a_x=1/\lambda$
13198,$\nu(dy)=(e^{2y}-1)dy$
13199,"$\alpha_1,\alpha_2$"
13200,$g^a\equiv n\pmod{p}$
13201,$\mathsf{Q}_n\in\mathscr{P}$
13202,$\mathsf{E}_Q[X+Y]=\mathsf{E}_Q[X] + \mathsf{E}_Q[Y]$
13203,$\mathsf{TVaR}_1( X )$
13204,"$9 billion. Frequency is 1.74, the long term average annual number of landfalling hurricanes 1851-2017. Losses are modeled with per occurrence limits ranging from $"
13205,$g^-1(p)$
13206,$WX$
13207,"$990,000 (= \$"
13208,${}^nS^{-1}_X(t)\le {}^nS^{-1}_Y(t)$
13209,$\mathsf{E}_Q[X_i]$
13210,$x=\mathsf{VaR}_{0.99}(X)$
13211,$1\le i\le j\le n$
13212,$f^*_i$
13213,"$1,2,\dots,A$"
13214,${}_tp_x=\mathsf{Pr}r(T_x > t) =\mathsf{Pr}r(T_0 > x+t \mid T_0 > x)$
13215,"$q_X(U), q_Y(1-U)$"
13216,$\rho^*=\rho(0.5)$
13217,$f>0$
13218,$\nu\ll\mathsf{Pr}$
13219,$(a-X(\omega))^+$
13220,$B\cup B_t = (B\cap B_t) \cup C_t$
13221,$(p-\nu-il)/(v-l)$
13222,$a_t=(1-t)x_0 + ta_1$
13223,$(k+1)\times 1$
13224,$106.20 /3.00= \$
13225,$X_n\le 1$
13226,"$\langle NF(x), Th_i \rangle+\langle \partial NF/\partial x_i, \zeta_{GF(x)} \rangle$"
13227,$\bar P_i(a)=\mathsf{E}_{\mathsf{Q}}[X_i(a)]=\mathsf{E}[X_i(a)g'(S(X))]$
13228,$\kappa_i(x)\approx t-\sum_{j\not=i} \mathsf{E}[X_j]$
13229,$\delta N(a)$
13230,$\mathcal M(\mathsf{P})$
13231,"$Binomial(s,N)$"
13232,$Z_1 = Z\circ T_X$
13233,$g(S_k) + g(1-S_k) \ge 1$
13234,$T_x=\inf\{ t > 0 \mid X_t\ge x\}$
13235,$P_Q = \mathsf{P}[(X-a)V(a)]$
13236,"$M_{i,j}$"
13237,$r'=0$
13238,"$w_{p_1,p_2}\mathsf{TVaR}_{p_1}(Y)+ (1-w_{p_1,p_2})\mathsf{TVaR}_{p_2}(Y)$"
13239,$S\Delta X'$
13240,$\sum_{i}X_{i}^{< j >} = X^{< j >}$
13241,$\mu\left(1+\dfrac{\mu}{p}\right)$
13242,$S(x)=1=F(x)$
13243,"$j=0,\dots, N-1$"
13244,"$A_0,\dots,A_r\in\mathscr{F}$"
13245,$x\leftrightarrow u(x)$
13246,"$(Bob)+(0,-2)$"
13247,$\mathsf{E}[\mathsf{VaR}_{1-(1-p)/nG}(Y)]$
13248,"$C=[0,\infty)$"
13249,"$(a-X)^+:=\max(a-X, 0)$"
13250,"$\Omega=\{\omega_1,\dots,\omega_n\}=\{\text{Ada}, \text{Bernhard}, \dots, \text{Zeno} \}$"
13251,$. The rate of increase is relatively consistent for small $
13252,$100K and an aggregate limit on the deductible of \$
13253,$10^{17}$
13254,$\lambda t$
13255,$M_0$
13256,$P(\mathsf{var}nothing)=0$
13257,$\alpha_i(k) = E[\kappa_i(X)/X\mid X > k]$
13258,$\mathsf{E}[X \mid \mathcal F_0]$
13259,$\nu < 1$
13260,$\forall X\exists P\forall z[z\subset X\rightarrow z\in P]$
13261,"$X_1, X_2, \ldots, X_n$"
13262,$(1-g(s))/(1-s)$
13263,"$y_1,\dots, y_n$"
13264,$a = 0.6565$
13265,$Ca_3Al_2(SiO_4)_3$
13266,$(S(x) + \delta(F(x))F(x)) dx$
13267,$y^2 - 2\sigma y=(y -\sigma)^2 -\sigma^2$
13268,$s\leftrightarrow 1-s$
13269,$\mathsf{Pr}(\Omega\mid\mathscr{G})_{\omega_0}=1$
13270,$d\to\infty$
13271,$N(\lambda)$
13272,$Q$
13273,$(\omega^l)^n = (\omega^n)^{l} = 1$
13274,$T\mathsf{Pr}$
13275,$X(\omega)=0$
13276,$0.75+U/4$
13277,$D∪ C^c$
13278,"$(1-g(S(x)),x)$"
13279,$\mathbf {K}$
13280,"$\rho(P,R,a)=\sqrt{(0.4P)^2+(0.25R)^2+(0.1a)^2}$"
13281,"$J=\{\omega\mid P(\mathscr{G}amma\cap Z, \omega) = \frac{1}{2}1_\mathscr{G}amma(\omega) \ \forall\mathscr{G}amma\in\mathscr{G}\}$"
13282,$X_1=99$
13283,"$[\omega_I,1]$"
13284,"$3,000 limit and \$"
13285,$t_{n+1}$
13286,$\mathcal F_1=\sigma(N)$
13287,$p=0.638$
13288,"$x=1.5, M=1.5,\sigma=0.75, K=6$"
13289,$n\ge 0$
13290,$c^*(y)=c(y)e^{l(y;y)}$
13291,$1\le p\le \infty$
13292,$M(a)=\mathsf{E}(X\wedge a) + \delta N(a)$
13293,$g(s)q=0.1839$
13294,$S(x) + \delta F(x)$
13295,$1.5\times 10^{37}$
13296,$t_0$
13297,$iv^{n-t}$
13298,"$\rho^\star(X)=\rho(\rho(X, \mathsf P_I), \mu)$"
13299,$\{ Z\not=0 \}$
13300,$\dfrac{g(s)-s}{1-g(s)}$
13301,$x_i-x_j$
13302,$\zeta>0$
13303,$\mathsf{E}(X_i \mid X \le a)$
13304,$\mathit{EGL}_{ro}(a)=P(X_{-1}\wedge a) - \rho(X_{-1}\wedge a_{ro}) \ge 0$
13305,$p_0\not= p_1$
13306,$\mathsf{TVaR}_\alpha(X)$
13307,$B_p$
13308,$\rho(X)\le\liminf_{n\to\infty} \rho(X_n)$
13309,$\mathsf{Pr}(B)$
13310,$X+c$
13311,$D(a)=1_{X>a}$
13312,"$j(x)/J(1)1_{[1,\infty)}$"
13313,$\displaystyle\int_0^\infty u(x)dF_X(x)$
13314,"$(-2,-1)$"
13315,$R_0(t)= \bar P^a_0(t)/(1-t)$
13316,"$x=a,b$"
13317,"$t_2 \in [s_R, 1]$"
13318,$\iota'$
13319,$\rho=\rho(p)$
13320,$z_p$
13321,$\rho=0.12$
13322,$a\beta_1g(S)$
13323,"$(0,0,0,0,0,0,5,0,0,5)$"
13324,$\mathsf Q(A)\le g(\mathsf P(A))$
13325,$\omega<0.4$
13326,"$\int_0^{100} S(x)\,dx$"
13327,$\delta=\log(1+i)$
13328,$\text{VaR}_{\alpha}(A)$
13329,$\alpha > -1$
13330,$\mathsf{E}[(a-X)^+]=\int_0^a F(x)dx$
13331,$f(x)=x^2$
13332,$\mathsf{Q}(\{\omega_i\})=0$
13333,$20 = 1/0.05$
13334,$\epsilon < 10^{-5}$
13335,"$D^f\rho_{X\wedge a,X}(X_i)$"
13336,$\mathsf{E}_{\mathsf{Q}_1}=(3\times 6 + 2\times 2)/ 8 = 11/4$
13337,$U=F(X)$
13338,$1/q$
13339,$\mathsf{E}[X_i/X \mid X > x]$
13340,$X\circ T=X$
13341,$ achieves the left-shift and $
13342,"$(x_1,\dots,x_n)^T$"
13343,$\dfrac{s}{g(s)}$
13344,$\mathsf{Pr}r(X=\mathsf{E}(X))=0$
13345,$ is implicit. The dependence on $
13346,$\sup X_n=1\not=\sup X=0$
13347,$0\le p_1\le p^* \le p_2\le 1$
13348,$u_i=\mathsf{Pr}hi(Z_i)$
13349,$\sigma>0$
13350,$l(p)= \nu(p)-\sqrt{(1-p)/p}$
13351,$(1-\alpha)^{-1} \min_c c(1-\alpha) + \mathsf{E}[(X-c)^+]$
13352,$Y \Leftrightarrow \rho(X)\le \rho(Y)$
13353,"${}^{[<49,43]}$"
13354,$\beta_i(t)<\alpha_i(t)$
13355,$x_m$
13356,$\delta>0$
13357,$<0.01$
13358,$\mathsf{TVaR}_{1-s}$
13359,$\mathsf{E}[XZ_\epsilon]\to \mathsf{E}[XZ]$
13360,$S(x)=\mathsf{Pr}r(X>x)=1-F(x)$
13361,$w(x)=e^{kx}$
13362,$x=\log(m)$
13363,$l(y;\mu)=\log(a(y) + y\tau^{-1}(g^{-1}(\mathbf x\beta))-\kappa[\tau^{-1}(g^{-1}(\mathbf x\beta))]$
13364,$\{\omega\mid X(\omega) > x\}$
13365,$\Delta g(S)$
13366,$\mathcal{B}bb Q\ll \mathcal{B}bb P$
13367,"$s_i, i=0,\dots,m$"
13368,"$\mathsf{E}(X_{i,2}(a))$"
13369,"$Z,Z_i$"
13370,"$(\mathcal{B},Y\setminus N)$"
13371,$10^{-1} - 1$
13372,$s=f'(x)$
13373,"$300,000, an excess loss premium of \$"
13374,$\infty$
13375,$c_x-c_{\text{Nov 1}}$
13376,$k\mapsto k\rho(X)$
13377,$\tau_n = Z_1 + Z_2$
13378,$0/0$
13379,$B_t(\omega)=\omega_t$
13380,$\mathsf{E}_\mathsf{Q_k}[X_j]$
13381,$t_1-\epsilon/1$
13382,$\mathbf {M}$
13383,$p_1=p_2=p^*$
13384,$\tau^{-1}(\mu) = \displaystyle\int_{\mu_0}^\mu \dfrac{dm}{V(m)}$
13385,$B=g^b\pmod p$
13386,${}^{[>111]}$
13387,$\bar x$
13388,$dP = P_R dR + P_{RR}(dR)^2 = P((\mu+ \sigma^2/2) dt + \sigma dz$
13389,$a(1-p) + \mu p - \sigma\phi(z_p)$
13390,$x \le A$
13391,$\mathscr{O}(f)=\{f \circ T \mid T\in \text{MPT}\}$
13392,$\mathsf{Q} \leftrightarrow Z\in L^1 \rightarrow F_Z$
13393,$\lambda Y_1$
13394,$\rho:L_p\to\bar\mathbb{R}$
13395,"$\phi(s) = \alpha^{-1}1_{[1-\alpha, 1)}(s)$"
13396,$t=1-p$
13397,"$\rho\in\mathcal R^c_{X,r}$"
13398,$g(X)$
13399,"$[-100, 1000)$"
13400,$q=1-p=S(x)$
13401,$\bar P^a(t)=\bar P^a_1(t)+\bar P^a_2(t)$
13402,$A(-X)=-A(X)$
13403,$(k_1!)(k_2!)\dots$
13404,$\theta(p)=q(1-g^{-1}(1-p))/q(p)$
13405,$52.2+27.8$
13406,$s_2 < s_1$
13407,$\hat \theta>\theta_d$
13408,"$\phi:(L,\mathcal{A})\to \mathbb{R}$"
13409,$M < \infty$
13410,$\mathsf{P}(\{\omega_i\})=1/4$
13411,$c_i$
13412,$a\to\infty$
13413,$=\mathsf{E}[X\mid X > a]$
13414,"$i,v$"
13415,$x=\mathsf{VaR}_p(X)$
13416,$\mathsf{E}_Q[C]$
13417,$\mathsf P(X\le q_X(p))=p$
13418,$\nu$
13419,$\sum_j S_j \Delta X_j = \sum_j p_j X_j$
13420,"$[0,1-p)$"
13421,$1/X$
13422,$x^\ast$
13423,$dt=1/n$
13424,${}^{[<10]}$
13425,$\mathit{NPV}_{\infty}$
13426,$\mathsf{var}phi(X)\le \mathsf{var}phi(Y)$
13427,$A = X_1 + \cdots + X_d$
13428,$\mathsf{E}[Y\mid\mathcal F']=\mathsf{E}[Y]$
13429,$F_{\mathbf{x}}(t)=s$
13430,$\rho(X)=\sum_i \mathsf{E}_\mathsf{Q}(X_i)$
13431,$dR=\mu dt + \sigma dz$
13432,$e_i / (s\sqrt{1-h_{ii}})$
13433,"$\mathsf{TI,\ MON,\ SA,\ PH}$"
13434,$\lim_{\mu\to 0} V(\mu)/\mu^2=\infty$
13435,$a=1.75$
13436,$g(\mathsf{Pr}(A))$
13437,$f(L) \ge 0$
13438,$\mathsf{E}[X_ih(X)]=\mathsf{E}[\mathsf{E}[X_ih(X)\mid X]]=\mathsf{E}[\mathsf{E}[X_i\mid X]h(X)]=\mathsf{E}[\kappa_i(X)h(X)]$
13439,"$h_{i,\epsilon}$"
13440,"$(X_1,\dots,X_n)$"
13441,$\kappa_t(s) = t \kappa(s)$
13442,$p=0.2$
13443,${}^{[<58]}$
13444,$F_X(x)=\mathsf P(X\le x)=\mathsf P\{\omega\mid X(\omega)\le x\}$
13445,$Y=\log(X)$
13446,$g^{-1}$
13447,$x\ge F^{-1}(1-s^*)=:x^*$
13448,$\omega''$
13449,$0\le p^\ast\le 1$
13450,"$a'_{X,r}(Y)$"
13451,$Y_N$
13452,$r = \nabla r$
13453,$\rightarrow$
13454,"$X_n,X$"
13455,$\bar S_i(\mathbf{x}; a) := \mathsf{E}[X_i(\mathbf{x}; a)]$
13456,$1\le\lambda$
13457,$s_R=s_m=1$
13458,$p\ge r\ge 1$
13459,"$(s_j=0,g_j>0)$"
13460,$\partial \rho(X)$
13461,$\log(1+e^\theta)$
13462,$c^{2-p}=1$
13463,$s$
13464,$\rho(\lambda X) = \lambda \rho(X) \le 0$
13465,$\mathbf {\beta_{1}g(S)\Delta X}$
13466,$p={pp:.3f}$
13467,$t < 2/3$
13468,$a_1\not=a_2$
13469,"$\omega\in(0,\omega_I]$"
13470,$f'=\partial f/\partial\mu$
13471,$H_k(X)=H_k(Y)$
13472,"$A_1=[-k,-k]$"
13473,$M^+_F$
13474,$\rho\leftrightarrow g$
13475,$g(1-F(x))=1-\tilde p$
13476,"$\mu_t:=\lambda_t / \int_0^1\lambda_s \,ds$"
13477,$q^-(U)$
13478,$S(x)=0$
13479,$k(i)$
13480,$p>S(x^*)$
13481,"$k \in_{R} \{2,\dots,p-2\}$"
13482,$v(A\cap B) + v(A\cup B)\le v(A)+v(B)$
13483,$m_i\in\mathcal{M}$
13484,$\int_0^x$
13485,$F:\mathbb{R}^n\to \mathcal{X}^n$
13486,$a=\mathsf{TVaR}_p(X)$
13487,"$428, \$"
13488,$X \succeq Y$
13489,$S=\mathsf{E}[X\wedge a]$
13490,$2.6 \times 10^{12}$
13491,$\| \sigma \|_p \le c$
13492,$\mathcal{B}bb{Q}$
13493,$dW_AdW_L=\rho\sigma_A\sigma_L$
13494,$\int_0^\infty xf(x)dx$
13495,$p_s=R(\theta)=0$
13496,$m^*(O \setminus A) < \epsilon$
13497,$f(p)=\alpha(1-\alpha)(1-p)^{\alpha-1}$
13498,$=\mathsf{E}(X\mid X > a)$
13499,$X\times Y$
13500,"$t\in[t, t+dt]$"
13501,${kl:.3f}$
13502,$Z\le (1-p)^{-1}$
13503,$\rho_\phi(X)=\displaystyle\int_0^1 q(p)\phi(p)dp=\displaystyle\int_0^1 q(p)g'(1-p)dp=\displaystyle\int_0^\infty xg'(1-F(x))f(x)dx$
13504,$ds=g'(1-t)dt$
13505,$-24$
13506,$Z\ge 0$
13507,$t \geq \tau_n$
13508,$g^mA^r == r^s$
13509,$A\cap B$
13510,$\mathbf {X_{1c}}$
13511,$\iota$
13512,$\epsilon >0$
13513,$\hat\rho(X)<\rho(X)$
13514,$s>1-p$
13515,"$M(X_1, a_1)+M(X_1, a_2)=M(X_1, a_1+a_2)$"
13516,$NPV = aF_0$
13517,$x=S^{-1}(g^{-1}(s))$
13518,$f(x)=x$
13519,"$i=1,\dots,r$"
13520,$\beta/\alpha$
13521,$\rho\in\mathcal{R}$
13522,"$6,000,000,000) for the last 180 days of any calendar year, the board shall relieve all participating insurers of their obligation to pay additional earthquake loss assessments under Section 10089.30, by an aggregate amount equal to the amount of available capital in excess of six billion dollars ($"
13523,$Q^*$
13524,$h=H(A)$
13525,$U_2$
13526,$ of paying and $
13527,$N'/(Mg+\alpha a) - w\le w$
13528,$\mathsf{TVaR}(p)=(1-p)^{-1}\int_{p}^1 q(s)ds$
13529,$(1+c)\mu$
13530,$\xi:\mathcal{A}\times M\to \mathbb{R}$
13531,$X^i(0.05)$
13532,$G>q_\alpha$
13533,"$(-\pi/2, \pi/2)$"
13534,$\bar s = (r_1+r_2)/2$
13535,$\rho_\alpha(X):=\rho(X\wedge \alpha(X))$
13536,$\Delta=\mathsf{Pr}hi(d^*)$
13537,$\mathscr{O}(f)$
13538,"$0\le U, V\le 1$"
13539,$\text{E}_{\mathcal{B}bb{Q}}[Y\mid \mathcal{G}] \text{E}[Z \mid\mathcal{G}] = \text{E}[YZ\mid \mathcal{G}]$
13540,$s_0^2 > s_1$
13541,$X=\mathsf P_TX_s$
13542,$\mathsf E[g(X_n)]\to \mathsf E[g(x)]$
13543,$\kappa(\theta)=\dfrac{\alpha-1}{\alpha}\left(\dfrac{\theta}{\alpha-1}\right)^\alpha$
13544,$\rho(\mathsf E[X\mid I])$
13545,$P(A)=0$
13546,$y\in C\subset\mathbf R$
13547,"$\bar P_i(\mathbf{x},a):=\mathsf{E}_g[X_i(\mathbf{x}; a)]$"
13548,$ because $
13549,"$392,457      | \$"
13550,$T<n$
13551,$B'$
13552,$g^e$
13553,"$|\mathcal W(g, W)|$"
13554,$\beta_1+\beta_2-\beta_0$
13555,$f(L)$
13556,$\kappa_i(x)= \mathsf E[X^i\mid X=x]$
13557,"$(rep.east) + (1.5, -1.75)$"
13558,"$\int_B \xi\,d\mathsf{Pr}$"
13559,$1/11$
13560,$e^{\mu_A}-1$
13561,$Ann+V$
13562,$Z\in L_1$
13563,$F(t)=p$
13564,$\mu-\sigma^2/2<0$
13565,$W(1+fg/(1-g))$
13566,$f(L) \le L$
13567,"$R_1(t),R_2(t)$"
13568,$b_0=\bar y-b_1 \bar x$
13569,$\rho=\text{AVaR}$
13570,$\mathcal F^G$
13571,$E_Q(N_i) = E_Q(\nabla \rho) + E_2$
13572,$\Lambda$
13573,$t<0.12$
13574,$\sum_{y=1}^N p^y \phi(X^y)$
13575,"$(fun4.north west)+(-\smlspc,\smlspc)$"
13576,"$10 monthly premium and pay out as much as, say, $"
13577,$Q_i(a)$
13578,"$q(p)\phi(p)\,dp$"
13579,$X(\omega)=X_1(\omega)+X_2(\omega)$
13580,$\mu \pm \sigma$
13581,"$E_g[Y] = \int g(S_Y(t))\,dt$"
13582,"$\mathsf{biTVaR}_{1-s,1-t}$"
13583,$g^{-1}(u)$
13584,"$5,000 in contents coverage, and $"
13585,$Z_\nu$
13586,$A=\mathsf E[X\mid I]$
13587,"$B(b)\approx -b\mu_xv^b \approx {-}_bq_xv^b = -A^{\, 1}_{x:b\!\urcorner}$"
13588,$\mathsf{E}_Q$
13589,$\alpha(\mathsf Q)\not=0$
13590,$p(\omega)\ge 0$
13591,$\Omega_a$
13592,$w \ge 0$
13593,"$(0+,g(0+))$"
13594,$Z=\frac{X-\mathsf{E}[X]}{\sigma(X)}$
13595,$\rho_m(X)\le r=\rho(X)$
13596,$\hat q(p) > q(p)$
13597,$X_0 < \dots < X_{N-1}$
13598,$\mathsf E[\log(X_1 / X_0)]$
13599,$=q(p)$
13600,$\delta^2 p +\nu^2q-(p-\nu)^2=\delta^2 p -p\nu^2 -p^2+2p\nu =p(\delta^2 -\nu^2) -p^2+2p\nu =p(\delta -\nu) -p^2+2p\nu =p\delta -p^2 + p\nu = p-p^2$
13601,$X_1/X$
13602,$\mathsf{E}(L) = q(p)\delta$
13603,$l=l(p)$
13604,$D_\infty$
13605,$f(L)=0$
13606,$c_1$
13607,$p^*=0.752$
13608,"$\mathsf{Y}_{i,k}=\mathsf{X}_{i,r(k)}$"
13609,$S\mathsf{Pr}(A) = \mathsf{Pr}(S\in A)$
13610,$h(1)=1$
13611,$\omega\in B_0$
13612,${}_tV$
13613,$\mathsf{E}[X_2\mid X \ge a]$
13614,$X(\mathbf{x}) = \sum_i x_iX_i$
13615,"$\alpha_p = 1- (\| (X-\eta_{p,\alpha})_+\|_{p-1} / \| (X-\eta_{p,\alpha})_- \|_{p})^{p-1}$"
13616,$\{ X >q(p) \}$
13617,$g'(0)\le 1$
13618,"$\mu=8.7, \sigma=2.5$"
13619,"$p_1,p_1$"
13620,$U = X + Y$
13621,"$a(\epsilon^1,\dots)$"
13622,$\rho(X)=\mathsf{E}[h(X)L(X)]$
13623,$\mathsf{E}(T)=74.25$
13624,$P/ Q$
13625,$C=(\mathsf{VaR}_{0.996} - 2EL)(1-\tau)$
13626,$\frac{p}{p+k}p_k(a(p+k))\frac{\delta_k}{k!}$
13627,$g'(1-p) \frac{q\wedge \alpha}{q}$
13628,$P_Q$
13629,$\lambda < \infty$
13630,$\hat F(x)$
13631,$(1-p)^{-1} \min_x x(1-p) + \mathsf{E}[(X-x)^+]$
13632,$r_f /(1+ r_f)$
13633,$Z(\omega):=(d\mathsf{Q}/d\mathsf{P})(\omega)$
13634,$\bar \zeta_t\not=1$
13635,$\mathsf{E}[X_1\mid X_t=x]$
13636,$90$
13637,"$\Theta_s\sim\text{Normal}(\theta_s, \sigma_s)$"
13638,$\bar a_{40}=17.95$
13639,$Y= IX$
13640,$\mathsf{E}[D_t D_s] - \mathsf{E}[D_t]\mathsf{E}[D_s] = 0$
13641,"$\mu,\sigma$"
13642,$E_k$
13643,$\int_0^1 \mu(ds) = 1 - \alpha < 1$
13644,$\mathcal{A}_1$
13645,"$\inf_Q \, \alpha(Q) \in\mathcal{B}bb R$"
13646,"$(asecret.east) + (0,-0.5)$"
13647,$\rho(X_n)\downarrow 0$
13648,$\Omega'$
13649,$\Lambda  \mu_{U} = \dfrac{E( r_{U} ) - r_{f}}{\sigma_{r_{U}}} \left(\dfrac{\mu_{U}}{\sigma_{U}}\right)$
13650,$E[Z]$
13651,"$300,000, and find that the insurance charge is \$"
13652,$f(x)=0$
13653,$f_{xx}=-1/S_t^2$
13654,"$(x_1, x_2)$"
13655,$\rho(X)=\mathsf{E}_{\mathsf Q}[X]$
13656,$d=iv=i/(1+i)=1-v$
13657,$r_{pq}:=\sqrt{p(1-p)}$
13658,$\bar Q(a):=a-\bar P(a)$
13659,$\mathsf{VaR}_{p_0}(X)=\sup X$
13660,$H=G_0-F$
13661,$\{r_i\}$
13662,$-g''$
13663,"$(fun1a.south -| fun4a.south east)+(\smlspc,-\smlspc)$"
13664,$\mathsf{E}[x_t x_s] = \mathsf{E}[x_t \mathsf{E}[x_s \mid \mathscr{F}_t]] = \mathsf{E}[x_t^2]$
13665,$F(\omega_1 + \omega_2)$
13666,$h(s)=s^m$
13667,$\beta_0+\beta_2$
13668,$m=K^{-1}Km$
13669,$p_0=p_1$
13670,"$\langle \cdot,\cdot\rangle:\mathcal{X}\times\mathcal{M}\to \mathbb{R}$"
13671,$m(1)=m_3=0$
13672,$\rho(X)+c$
13673,$\mathsf{Q}\in\mathcal Q$
13674,$\mathsf{P}$
13675,$q_Y$
13676,$R_1(t)<tP(1)$
13677,$v_f\mathsf{E}_\mathsf{Q}[X_i]$
13678,$\Delta S=p$
13679,$\mathsf P_tX$
13680,$\bar Q$
13681,$Y=xN$
13682,$g(S_{-1}):=1$
13683,"$g'(s) = \frac{1-w}{1-p_0}1_{[0, 1-p_0)}(s) + \frac{w}{1-p_1}1_{[0, 1-p_1)}(s)$"
13684,$s+\delta p = 1-\nu p$
13685,$E_\mathsf{Q}(X_i) = E_\mathsf{Q}(E_\mathsf{Q}(X_i \mid X))$
13686,$\rho(X_1)<\infty$
13687,$v = r\omega$
13688,"$(9,1)$"
13689,$Z(g(s))=Z(s)+\lambda$
13690,"$\phi:[0,1]\to [0,\infty)$"
13691,$q(p)=\mathsf{VaR}(p)$
13692,$m(p)$
13693,$C(X)$
